task,seed,step,ep_rew_mean,ep_len_mean,std,value_loss,approx_kl,explained_variance,learning_rate,n_updates
balance,seed00,393216,98.8784408569336,1000.0,0.06631539762020111,0.0030508998315781355,0.01897413097321987,0.7413808107376099,0.0003000000142492354,
balance,seed00,401408,98.99077606201172,1000.0,0.06445927917957306,5.828940629726276e-05,0.020546697080135345,0.7470739483833313,0.0003000000142492354,
balance,seed00,409600,99.08992004394531,1000.0,0.06173011288046837,1.6441525076515973e-05,0.01770099066197872,0.798970103263855,0.0003000000142492354,
balance,seed00,417792,99.1720962524414,1000.0,0.059115126729011536,2.0998591935494915e-05,0.023821493610739708,0.6818714141845703,0.0003000000142492354,
balance,seed00,425984,99.24625396728516,1000.0,0.05639287456870079,1.3363227481022477e-05,0.01776755042374134,0.644803524017334,0.0003000000142492354,
balance,seed00,434176,99.31293487548828,1000.0,0.05410774052143097,1.991230237763375e-05,0.015189612284302711,0.5430457592010498,0.0003000000142492354,
balance,seed00,442368,99.37444305419922,1000.0,0.051790572702884674,0.0028770118951797485,0.017925741150975227,0.7031543254852295,0.0003000000142492354,
balance,seed00,450560,99.4295654296875,1000.0,0.050071507692337036,5.6097207561833784e-05,0.01823587715625763,0.6400511264801025,0.0003000000142492354,
balance,seed00,458752,99.47969818115234,1000.0,0.04822416976094246,9.286769454774912e-06,0.021086551249027252,0.7429858446121216,0.0003000000142492354,
balance,seed00,466944,99.52149200439453,1000.0,0.04669705405831337,0.0034378287382423878,0.016810160130262375,0.6660544872283936,0.0003000000142492354,
balance,seed00,475136,99.55809020996094,1000.0,0.045237310230731964,8.165508006641176e-06,0.03514932841062546,0.648289680480957,0.0003000000142492354,
balance,seed00,483328,99.5889663696289,1000.0,0.04377114400267601,2.2590533262700774e-05,0.01780640333890915,0.7676905393600464,0.0003000000142492354,
balance,seed00,491520,99.61273956298828,1000.0,0.042229779064655304,7.940362593217287e-06,0.03569730743765831,0.7624753713607788,0.0003000000142492354,
balance,seed00,499712,99.63092041015625,1000.0,0.041160374879837036,4.544972398434766e-06,0.015471408143639565,0.7556841969490051,0.0003000000142492354,
balance,seed00,507904,99.6434326171875,1000.0,0.04031652957201004,3.5406033020990435e-06,0.02602948620915413,0.6670116186141968,0.0003000000142492354,
balance,seed00,516096,99.6479263305664,1000.0,0.039662063121795654,3.117959749943111e-06,0.022860780358314514,0.4155372977256775,0.0003000000142492354,
balance,seed00,524288,99.64507293701172,1000.0,0.03870074450969696,3.312111630293657e-06,0.013330632820725441,0.6278933882713318,0.0003000000142492354,
balance,seed00,532480,99.64305877685547,1000.0,0.03751121088862419,1.3137178939359728e-05,0.027921918779611588,0.8615384101867676,0.0003000000142492354,
balance,seed00,540672,99.63829040527344,1000.0,0.03674667328596115,2.4905220925575122e-06,0.026239074766635895,0.8405036330223083,0.0003000000142492354,
balance,seed00,548864,99.63819885253906,1000.0,0.03548291325569153,1.2061732377333101e-05,0.025309083983302116,0.9134917259216309,0.0003000000142492354,
balance,seed00,557056,99.6382827758789,1000.0,0.0342780239880085,2.548995689721778e-05,0.021369684487581253,0.880557119846344,0.0003000000142492354,
balance,seed00,565248,99.64210510253906,1000.0,0.033048756420612335,1.190189959743293e-05,0.024656081572175026,0.8740173578262329,0.0003000000142492354,
balance,seed00,573440,99.64562225341797,1000.0,0.03195332735776901,5.958326710242545e-06,0.029278893023729324,0.8333455324172974,0.0003000000142492354,
balance,seed00,581632,99.65179443359375,1000.0,0.031197164207696915,0.0009023092570714653,0.06000886112451553,0.8898789286613464,0.0003000000142492354,
balance,seed00,589824,99.66417694091797,1000.0,0.030817732214927673,1.132337001763517e-05,0.02456142008304596,0.9053401350975037,0.0003000000142492354,
balance,seed00,598016,99.6809310913086,1000.0,0.03053789958357811,1.7199645299115218e-05,0.01707237958908081,0.9042325019836426,0.0003000000142492354,
balance,seed00,606208,99.70053100585938,1000.0,0.030345048755407333,2.5884351089189295e-06,0.021494433283805847,0.9423277974128723,0.0003000000142492354,
balance,seed00,614400,99.7260971069336,1000.0,0.02964046597480774,5.840287485625595e-06,0.0270782969892025,0.9377384185791016,0.0003000000142492354,
balance,seed00,622592,99.75473022460938,1000.0,0.029100842773914337,8.163120583049022e-06,0.022497136145830154,0.9449402093887329,0.0003000000142492354,
balance,seed00,630784,99.78202819824219,1000.0,0.028733067214488983,3.198488457201165e-06,0.02506716363132,0.9578009843826294,0.0003000000142492354,
balance,seed00,638976,99.8035659790039,1000.0,0.028151247650384903,6.059425231796922e-06,0.01815206930041313,0.9461703896522522,0.0003000000142492354,
balance,seed00,647168,99.82120513916016,1000.0,0.02739790827035904,4.243345756549388e-06,0.02050100453197956,0.9464894533157349,0.0003000000142492354,
balance,seed00,655360,99.83304595947266,1000.0,0.026752229779958725,0.0005684752250090241,0.029353145509958267,0.8999179601669312,0.0003000000142492354,
balance,seed00,663552,99.84335327148438,1000.0,0.026405010372400284,2.943607114502811e-06,0.02359229512512684,0.8573268055915833,0.0003000000142492354,
balance,seed00,671744,99.84911346435547,1000.0,0.025655169039964676,3.0134904136502882e-06,0.016668757423758507,0.9156702160835266,0.0003000000142492354,
balance,seed00,679936,99.85795593261719,1000.0,0.025272879749536514,5.610066637018463e-06,0.02048342674970627,0.939456045627594,0.0003000000142492354,
balance,seed00,688128,99.85869598388672,1000.0,0.02467525564134121,2.410718252576771e-06,0.026455389335751534,0.9248437881469727,0.0003000000142492354,
balance,seed00,696320,99.85926055908203,1000.0,0.02447846531867981,2.559497079346329e-05,0.035044752061367035,0.923970103263855,0.0003000000142492354,
balance,seed00,704512,99.8612289428711,1000.0,0.024114560335874557,7.5837401709577534e-06,0.026015013456344604,0.9131814241409302,0.0003000000142492354,
balance,seed00,712704,99.86254119873047,1000.0,0.02369597740471363,2.748391852946952e-05,0.031579434871673584,0.9434493184089661,0.0003000000142492354,
balance,seed00,720896,99.86302185058594,1000.0,0.02326524257659912,4.030470336147118e-06,0.09477445483207703,0.9429678916931152,0.0003000000142492354,
balance,seed00,729088,99.86331939697266,1000.0,0.022647675126791,0.0021068635396659374,0.6177579760551453,0.8348526954650879,0.0003000000142492354,
balance,seed00,737280,99.8647232055664,1000.0,0.02233712561428547,2.818584789565648e-06,0.041671790182590485,0.6891197562217712,0.0003000000142492354,
balance,seed00,745472,99.86663055419922,1000.0,0.022241106256842613,3.5651007692649728e-06,0.0234299935400486,0.8556963205337524,0.0003000000142492354,
balance,seed00,753664,99.8676986694336,1000.0,0.02197231352329254,1.9139279174851254e-06,0.02250298485159874,0.8406810760498047,0.0003000000142492354,
balance,seed00,761856,99.86766052246094,1000.0,0.02176619879901409,2.0774277800228447e-06,0.03715299069881439,0.7807078957557678,0.0003000000142492354,
balance,seed00,770048,99.8543472290039,1000.0,0.022270869463682175,0.004216123837977648,0.1479351967573166,0.02319866418838501,0.0003000000142492354,
balance,seed00,778240,99.85017395019531,1000.0,0.022611165419220924,0.013877473771572113,0.10670129954814911,0.9250370264053345,0.0003000000142492354,
balance,seed00,786432,99.79975891113281,1000.0,0.02268172800540924,7.506029214709997e-05,0.04186991602182388,-0.6417586803436279,0.0003000000142492354,
balance,seed00,794624,99.77490997314453,1000.0,0.022841939702630043,0.02350621670484543,0.08302024006843567,0.8972905874252319,0.0003000000142492354,
balance,seed00,802816,99.7707748413086,1000.0,0.0229222122579813,0.0019437846494838595,0.038413092494010925,0.9588589072227478,0.0003000000142492354,
balance,seed00,811008,99.76612854003906,1000.0,0.02277860790491104,4.4374552089720964e-05,0.02355574443936348,0.2266252636909485,0.0003000000142492354,
balance,seed00,819200,99.76158905029297,1000.0,0.022575557231903076,2.6492654797038995e-05,0.019505739212036133,0.5617601871490479,0.0003000000142492354,
balance,seed00,827392,99.75691223144531,1000.0,0.02247270941734314,1.7894288248498924e-05,0.030918559059500694,0.7241034507751465,0.0003000000142492354,
balance,seed00,835584,99.75064849853516,1000.0,0.022410526871681213,1.4532619388774037e-05,0.019628308713436127,0.6836086511611938,0.0003000000142492354,
balance,seed00,843776,99.74381256103516,1000.0,0.022015709429979324,1.1258543963776901e-05,0.01577141135931015,0.7408619523048401,0.0003000000142492354,
balance,seed00,851968,99.73710632324219,1000.0,0.02166065387427807,1.7565451344125904e-05,0.03943537548184395,0.8077719211578369,0.0003000000142492354,
balance,seed00,860160,99.72881317138672,1000.0,0.02126138284802437,9.700342161522713e-06,0.0184334684163332,0.851825475692749,0.0003000000142492354,
balance,seed00,868352,99.73622131347656,1000.0,0.020975736901164055,8.451981557300314e-06,0.038729406893253326,0.8751747012138367,0.0003000000142492354,
balance,seed00,876544,99.73270416259766,1000.0,0.02066037803888321,5.930244697083253e-06,0.08733737468719482,0.835942268371582,0.0003000000142492354,
balance,seed00,884736,99.77728271484375,1000.0,0.020442243665456772,1.078982950275531e-05,0.10752665996551514,0.7876989841461182,0.0003000000142492354,
balance,seed00,892928,99.79638671875,1000.0,0.020105715841054916,2.27460332098417e-05,0.27379128336906433,0.7392600774765015,0.0003000000142492354,
balance,seed00,901120,99.79324340820312,1000.0,0.019858285784721375,3.052652391488664e-05,0.0446256622672081,0.7952210903167725,0.0003000000142492354,
balance,seed00,909312,99.7909164428711,1000.0,0.019761133939027786,6.811721959820716e-06,0.027420030906796455,0.7538471221923828,0.0003000000142492354,
balance,seed00,917504,99.78841400146484,1000.0,0.01956687867641449,4.232543687976431e-06,0.0158221535384655,0.8452651500701904,0.0003000000142492354,
balance,seed00,925696,99.78587341308594,1000.0,0.019207194447517395,5.371171937440522e-06,0.030763201415538788,0.8845819234848022,0.0003000000142492354,
balance,seed00,933888,99.78400421142578,1000.0,0.01884683407843113,3.649088057500194e-06,0.017987877130508423,0.8369054198265076,0.0003000000142492354,
balance,seed00,942080,99.7831039428711,1000.0,0.01873921975493431,0.0001017446193145588,0.0138746602460742,0.8675516247749329,0.0003000000142492354,
balance,seed00,950272,99.78457641601562,1000.0,0.01840086281299591,5.175747719476931e-05,0.027475986629724503,0.8653228878974915,0.0003000000142492354,
balance,seed00,958464,99.78749084472656,1000.0,0.0182054303586483,1.1961234122281894e-05,0.019682426005601883,0.8886940479278564,0.0003000000142492354,
balance,seed00,966656,99.79009246826172,1000.0,0.018057499080896378,4.607058599503944e-06,0.025529686361551285,0.8902777433395386,0.0003000000142492354,
balance,seed00,974848,99.79407501220703,1000.0,0.017871994525194168,6.2690742197446525e-06,0.0223431084305048,0.9098364114761353,0.0003000000142492354,
balance,seed00,983040,99.79911041259766,1000.0,0.01777040958404541,5.60067746846471e-06,0.04467281326651573,0.8522167801856995,0.0003000000142492354,
balance,seed00,991232,99.80160522460938,1000.0,0.017634157091379166,6.332515567919472e-06,0.06849366426467896,0.8917999863624573,0.0003000000142492354,
balance,seed00,999424,99.804443359375,1000.0,0.017373453825712204,0.0030829492025077343,0.20038780570030212,0.6272695064544678,0.0003000000142492354,
balance,seed00,1007616,99.80340576171875,1000.0,0.01732492446899414,1.2378270184854046e-05,0.07854095101356506,0.965137243270874,0.0003000000142492354,
balance,seed00,1015808,99.80125427246094,1000.0,0.017110550776124,6.428841152228415e-05,0.29256534576416016,0.917962908744812,0.0003000000142492354,
balance,seed00,1024000,99.79846954345703,1000.0,0.01704460382461548,5.778934792033397e-05,0.2732374668121338,0.7316072583198547,0.0003000000142492354,
balance,seed00,1032192,99.79609680175781,1000.0,0.01702721230685711,1.686132418399211e-05,0.018403414636850357,0.8398862481117249,0.0003000000142492354,
balance,seed00,1040384,99.79308319091797,1000.0,0.01677773892879486,1.0957559425150976e-05,0.022765638306736946,0.7894405722618103,0.0003000000142492354,
balance,seed00,1048576,99.7891616821289,1000.0,0.016763988882303238,8.8908373072627e-06,0.01507863961160183,0.9005765914916992,0.0003000000142492354,
balance,seed00,1056768,99.78511047363281,1000.0,0.016723735257983208,1.0795597518153954e-05,0.016769466921687126,0.9138302803039551,0.0003000000142492354,
balance,seed00,1064960,99.78125762939453,1000.0,0.016640424728393555,8.636966413178016e-06,0.02585499733686447,0.9431461095809937,0.0003000000142492354,
balance,seed00,1073152,99.7785873413086,1000.0,0.016580523923039436,8.294483450299595e-06,0.01820201426744461,0.9492560625076294,0.0003000000142492354,
balance,seed00,1081344,99.77886199951172,1000.0,0.01652238331735134,3.472199296084e-06,0.017234761267900467,0.9544205665588379,0.0003000000142492354,
balance,seed00,1089536,99.77824401855469,1000.0,0.016199512407183647,2.8631120585487224e-06,0.07049958407878876,0.9209578633308411,0.0003000000142492354,
balance,seed00,1097728,99.77703094482422,1000.0,0.01605404168367386,5.380082711781142e-06,0.16986408829689026,0.9411323070526123,0.0003000000142492354,
balance,seed00,1105920,99.78167724609375,1000.0,0.015823157504200935,0.00011041385005228221,0.31721746921539307,0.9421587586402893,0.0003000000142492354,
balance,seed00,1114112,99.79132080078125,1000.0,0.015713786706328392,3.8105797557363985e-06,0.2120363861322403,0.9186133742332458,0.0003000000142492354,
balance,seed00,1122304,99.80122375488281,1000.0,0.015521805733442307,0.00013512167788576335,0.17115864157676697,0.7669461369514465,0.0003000000142492354,
balance,seed00,1130496,99.81204223632812,1000.0,0.015495154075324535,3.895753252436407e-05,0.42673179507255554,0.11255234479904175,0.0003000000142492354,
balance,seed00,1138688,99.82373046875,1000.0,0.015581440180540085,3.8046059671614785e-06,0.03058328479528427,0.8914039731025696,0.0003000000142492354,
balance,seed00,1146880,99.83570098876953,1000.0,0.015509598888456821,2.094083811243763e-06,0.035216301679611206,0.88316410779953,0.0003000000142492354,
balance,seed00,1155072,99.8438491821289,1000.0,0.015241574496030807,0.003911967389285564,0.22624294459819794,0.8848387002944946,0.0003000000142492354,
balance,seed00,1163264,99.84951782226562,1000.0,0.01510806754231453,6.4371056396339554e-06,0.02766229584813118,0.8963288068771362,0.0003000000142492354,
balance,seed00,1171456,99.85469055175781,1000.0,0.014965616166591644,4.006485596619314e-06,0.022575639188289642,0.937552273273468,0.0003000000142492354,
balance,seed00,1179648,99.85429382324219,1000.0,0.014869839884340763,2.858139396266779e-06,0.07929670810699463,0.9482603073120117,0.0003000000142492354,
balance,seed00,1187840,99.85118103027344,1000.0,0.014962233603000641,6.967014542169636e-06,0.03164437785744667,0.9206702709197998,0.0003000000142492354,
balance,seed00,1196032,99.84937286376953,1000.0,0.0148489810526371,1.0040568668046035e-05,0.09396202117204666,0.9145457744598389,0.0003000000142492354,
balance,seed00,1204224,99.84844207763672,1000.0,0.014895418658852577,5.857210453541484e-06,0.022845396772027016,0.8969459533691406,0.0003000000142492354,
balance,seed00,1212416,99.84424591064453,1000.0,0.014932466670870781,7.181949968071422e-06,0.024175191298127174,0.9126259088516235,0.0003000000142492354,
balance,seed00,1220608,99.83987426757812,1000.0,0.014978069812059402,4.752624136017403e-06,0.02205813117325306,0.9445973634719849,0.0003000000142492354,
balance,seed00,1228800,99.83556365966797,1000.0,0.014898230321705341,2.6084326236741617e-05,0.041125260293483734,0.946011483669281,0.0003000000142492354,
balance,seed00,1236992,99.8302001953125,1000.0,0.014717760495841503,2.845755261660088e-06,0.04822558909654617,0.9440197944641113,0.0003000000142492354,
balance,seed00,1245184,99.82097625732422,1000.0,0.014473109506070614,2.819435849232832e-06,0.30518394708633423,0.928774356842041,0.0003000000142492354,
balance,seed00,1253376,99.8083267211914,1000.0,0.01440066285431385,0.00021535118867177516,0.36363303661346436,0.842510998249054,0.0003000000142492354,
balance,seed00,1261568,99.79988098144531,1000.0,0.014526328071951866,5.612865061266348e-05,0.5156675577163696,0.7930057048797607,0.0003000000142492354,
balance,seed00,1269760,99.78971099853516,1000.0,0.014564177952706814,0.003507806919515133,0.3520849943161011,0.9381980895996094,0.0003000000142492354,
balance,seed00,1277952,99.7822494506836,1000.0,0.014538311399519444,0.0007621836266480386,0.026795167475938797,0.9579514861106873,0.0003000000142492354,
balance,seed00,1286144,99.77584838867188,1000.0,0.014562691561877728,1.998833795369137e-05,0.30779558420181274,0.7987944483757019,0.0003000000142492354,
balance,seed00,1294336,99.77318572998047,1000.0,0.01452645007520914,3.142175410175696e-05,0.5099077820777893,0.8220741152763367,0.0003000000142492354,
balance,seed00,1302528,99.77334594726562,1000.0,0.014509081840515137,7.336355793086113e-06,0.030608700588345528,0.8692632913589478,0.0003000000142492354,
balance,seed00,1310720,99.77178192138672,1000.0,0.014576908200979233,4.510156486503547e-06,0.02091156505048275,0.9210664629936218,0.0003000000142492354,
balance,seed00,1318912,99.77021026611328,1000.0,0.014745594933629036,1.5508920114370994e-05,0.033256806433200836,0.9315615892410278,0.0003000000142492354,
balance,seed00,1327104,99.76961517333984,1000.0,0.014661461114883423,7.160943368944572e-06,0.02900531329214573,0.9320207238197327,0.0003000000142492354,
balance,seed00,1335296,99.77000427246094,1000.0,0.014420971274375916,7.091605220921338e-05,0.031388524919748306,0.9129417538642883,0.0003000000142492354,
balance,seed00,1343488,99.7698745727539,1000.0,0.01429320964962244,3.857698629872175e-06,0.015603719279170036,0.9372243285179138,0.0003000000142492354,
balance,seed00,1351680,99.776611328125,1000.0,0.014286300167441368,8.476975926896557e-05,0.03201046213507652,0.9292933940887451,0.0003000000142492354,
balance,seed00,1359872,99.78996276855469,1000.0,0.014305242337286472,3.472853495622985e-05,0.0567474290728569,0.9131201505661011,0.0003000000142492354,
balance,seed00,1368064,99.81008911132812,1000.0,0.014293537475168705,1.891611645987723e-06,0.03807762265205383,0.8508532643318176,0.0003000000142492354,
balance,seed00,1376256,99.82208251953125,1000.0,0.014280257746577263,1.9967087609984446e-06,0.02670782059431076,0.9401184916496277,0.0003000000142492354,
balance,seed00,1384448,99.83513641357422,1000.0,0.014238817617297173,1.631465056561865e-05,0.02239082008600235,0.93878573179245,0.0003000000142492354,
balance,seed00,1392640,99.82747650146484,1000.0,0.014288430102169514,0.001691088662482798,0.3564508259296417,0.9423222541809082,0.0003000000142492354,
balance,seed00,1400832,99.82695007324219,1000.0,0.014388451352715492,0.01410936750471592,1.087536096572876,0.9619472026824951,0.0003000000142492354,
balance,seed00,1409024,99.8336181640625,1000.0,0.014402378350496292,0.0031913963612169027,0.03478360176086426,0.9680980443954468,0.0003000000142492354,
balance,seed00,1417216,99.8397216796875,1000.0,0.014432277530431747,1.1427593562984839e-05,0.025203850120306015,0.7163644433021545,0.0003000000142492354,
balance,seed00,1425408,99.84488677978516,1000.0,0.014421110972762108,1.2834228982683271e-05,0.016381345689296722,0.9055169820785522,0.0003000000142492354,
balance,seed00,1433600,99.84925842285156,1000.0,0.01422046683728695,7.5463262874109205e-06,0.015054130926728249,0.9374942779541016,0.0003000000142492354,
balance,seed00,1441792,99.85438537597656,1000.0,0.01407371275126934,4.996525149181252e-06,0.017001360654830933,0.865645170211792,0.0003000000142492354,
balance,seed00,1449984,99.85884857177734,1000.0,0.013989876955747604,5.262980721454369e-06,0.01892298273742199,0.9116094708442688,0.0003000000142492354,
balance,seed00,1458176,99.8603744506836,1000.0,0.013864247128367424,5.5184814300446305e-06,0.019614847376942635,0.940216064453125,0.0003000000142492354,
balance,seed00,1466368,99.86085510253906,1000.0,0.013838269747793674,6.124900664872257e-06,0.1498338282108307,0.8989148736000061,0.0003000000142492354,
balance,seed00,1474560,99.86177825927734,1000.0,0.013807824812829494,2.7174792194273323e-06,0.10347880423069,0.9058636426925659,0.0003000000142492354,
